Time (sec),Vehicle speed (MPH),Fuel rate (l/hr),Total CO2 (kg), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Engine coolant temperature (°C),Engine coolant temperature 1 (°C),Acceleration (m/s²),Engine Torque (kg•m),Max Speed (MPH),Total Trip CO2 (kg),Instant CO2 rate (g/km),CO2 flow (g/s), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Roll (deg), Pitch (deg),Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT),Calculated load value (%), Intake manifold absolute pressure (bar), Engine RPM (RPM), Intake air temperature (°C), Ambient air temperature (°C), Absolute throttle position B (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Intake manifold absolute pressure (bar), Mass air flow rate (g/s), Boost (bar),Engine Power (kW),Average Trip CO2 Rate (g/km),Altitude (m),Instant fuel economy (l/100 km),Total fuel economy (l/100 km), Time since engine start (sec), Number of warm-ups since DTCs cleared, Distance traveled since DTCs cleared (km), Barometric pressure (bar),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1),O2 sensor current wide range (Bank 1  Sensor 1) (mA),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 2),O2 sensor current wide range (Bank 1  Sensor 2) (mA),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 3),O2 sensor current wide range (Bank 1  Sensor 3) (mA),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 4),O2 sensor current wide range (Bank 1  Sensor 4) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 1),O2 sensor current wide range (Bank 2  Sensor 1) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 2),O2 sensor current wide range (Bank 2  Sensor 2) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 3),O2 sensor current wide range (Bank 2  Sensor 3) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 4),O2 sensor current wide range (Bank 2  Sensor 4) (mA), Control module voltage (V), Absolute throttle position C (%), Mass air flow sensor B (g/s), Relative throttle B position (%), Commanded boost pressure A (bar), Boost pressure sensor A (bar), Commanded boost pressure B (bar), Boost pressure sensor B (bar), Boost pressure A control status, Boost pressure B control status,Charge air cooler temperature bank 1  sensor 1 (°C),Charge air cooler temperature bank 1  sensor 2 (°C), Manifold surface temperature (°C), Intake manifold absolute pressure A (bar), Intake manifold absolute pressure B (bar),Total run time with EI-AECD #11 Timer 1 active (sec),Total run time with EI-AECD #11 Timer 2 active (sec),Total run time with EI-AECD #12 Timer 1 active (sec),Total run time with EI-AECD #12 Timer 2 active (sec), Diesel aftertreatment status,O2 sensor concentration bank 1 sensor 1 (%),O2 sensor concentration bank 1 sensor 2 (%),O2 sensor concentration bank 2 sensor 1 (%),O2 sensor concentration bank 2 sensor 2 (%), Absolute throttle position G (%),Target SCR Catalyst NH3 Storage A (g/L),Actual/Modelled SCR Catalyst NH3 Storage A (g/L),Target SCR Catalyst NH3 Storage B (g/L),Actual/Modelled SCR Catalyst NH3 Storage B (g/L), Hydrocarbon Doser Flow Rate (g/min), Hydrocarbon Doser Injector Duty Cycle (%),O2 sensor concentration bank 1 sensor 3 (%),O2 sensor concentration bank 1 sensor 4 (%),O2 sensor concentration bank 2 sensor 3 (%),O2 sensor concentration bank 2 sensor 4 (%),O2 sensor lambda bank 1 sensor 3,O2 sensor lambda bank 1 sensor 4,O2 sensor lambda bank 2 sensor 3,O2 sensor lambda bank 2 sensor 4, Engine Fuel Rate (g/s), Vehicle Fuel Rate (g/s), Engine Exhaust Flow Rate (g/s),Fuel System A Use Percentage Bank 1 (%),Fuel System A Use Percentage Bank 2 (%), Cylinder Fuel Rate, Transmission Actual Gear Status, Transmission Actual Gear Ratio, Vehicle Odometer Reading (km), Motorcycle ABS Disable Switch State, Maximum Current Vehicle Speed Limit (MPH), Alternative Fuel Tank Pressure (bar), Alternative Fuel Tank Temperature (°C),Crankcase Pressure Sensor (inH2O),Fuel System Status Bank 1,Fuel System Status Bank 2,Short Term Fuel Trim Bank 1 (%),Long Term Fuel Trim Bank 1 (%),Short Term Fuel Trim Bank 2 (%),Long Term Fuel Trim Bank 2 (%),O2 Sensor Concentration Bank 1 Sensor 5 (%),O2 Sensor Concentration Bank 1 Sensor 6 (%),O2 Sensor Concentration Bank 2 Sensor 5 (%),O2 Sensor Concentration Bank 2 Sensor 6 (%),O2 Sensor Lambda Bank 1 Sensor 5,O2 Sensor Lambda Bank 1 Sensor 6,O2 Sensor Lambda Bank 2 Sensor 5,O2 Sensor Lambda Bank 2 Sensor 6, Input voltage read by the scan tool (V), Acceleration (Avg) (m/s²), A/F Commanded, A/F Actual,Trip Distance (km), Trip Fuel (gal),Trip Fuel Economy (l/100 km),Trip Duration (min), Idling Count, Seconds Idling (sec)
0.000,0,0,0,1.171677,13.81749,8.252579,0,0,-0.6277902,0,0,0,0,0,-0.2065116,0.8566473,0.4350352,0.5155713,-32.29651,-21.8507,16.12069,-25.17413,45.4902,0,0,0,0,0,0,0,0,0,0,0,0,336.4482,0,5.611098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2453896,0,0,0,0,0,0,1,4E-06
1.000,0,0,0,2.332031,0.622757,4.516983,0,0,-0.6277902,0,0,0,0,0,-0.3262931,0.1558455,0.1099085,-4.131467,-34.99444,-18.16837,18.53013,-23.12048,45.4902,0,0,0,0,0,0,0,0,0,0,0,0,336.3262,0,5.611098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2453896,0,0,0,0,0,0,1,4E-06
2.002,0,0,0,-13.0461,12.18016,-1.236984,0,0,-0.6277902,0,0,0,0,0,-0.08464513,-1.171585,-0.6383207,8.360838,-39.94719,-34.19269,19.41111,-24.48032,45.4902,0,0,0,0,0,0,0,0,0,0,0,0,336.5772,0,5.611098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2453896,0,0,0,0,0,0,1,4E-06
3.000,2.485485,1.67897,21.88437,-16.70758,5.457825,7.928131,48,49,0.6198964,4.521599,2.485485,0.0009493575,1128.801,1.254224,0.1196611,-0.6527071,-1.989439,7.785282,-34.67594,-39.13759,20.71617,-34.67213,42.7451,0.75,1120.5,25,23,0,23.13725,23.13725,0,10.82141,-0.25,5.061613,953.3805,336.1095,41.97422,5.611303,225,74,4295,0.97,2.917752,2.414063,2.377048,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-0.1056894,0,42.3074,0.0009957802,9.325712E-05,35.45123,0.06067853,1,3.064143
4.000,2.485485,1.67897,21.88437,25.23862,23.7668,12.17714,48,49,0.6198964,4.521599,2.485485,0.0009493575,1128.801,1.254224,0.3054809,-0.2488385,-0.8284945,7.936905,-38.83945,-38.40063,28.98675,-41.6312,42.7451,0.75,1120.5,25,23,0,23.13725,23.13725,0,10.82141,-0.25,5.061613,953.3805,336.1181,41.97422,5.611303,225,74,4295,0.97,2.917752,2.414063,2.377048,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-0.1056894,0,42.3074,0.0009957802,9.325712E-05,35.45123,0.06067853,1,3.064143
5.001,4.349598,1.562639,21.8882,5.454117,27.4904,11.0081,48,49,0.7464653,4.240479,4.349598,0.004779143,600.3373,1.167323,-0.3738157,0.486383,-0.5344513,6.895597,-35.02375,-30.44919,27.49785,-47.98605,41.17647,0.75,1112,25,23,0,27.45098,28.23529,0.8804097,10.55922,-0.22,4.71091,646.0842,336.1181,22.3234,5.612038,225,74,4295,0.97,1.569408,1.34375,1.549888,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-0.1200618,0,22.75642,0.007397089,0.0004694639,24.02449,0.09080219,1,4.871557
6.000,4.349598,1.562639,21.8882,-4.487533,23.48628,0.1618195,48,49,0.7464653,4.240479,4.349598,0.004779143,600.3373,1.167323,-0.3768604,0.311234,-0.5951661,-0.6982911,-32.61794,-27.1059,26.91154,-45.20341,41.17647,0.75,1112,25,23,0,27.45098,28.23529,0.8804097,10.55922,-0.22,4.71091,646.0842,335.8613,22.3234,5.612038,225,74,4295,0.97,1.569408,1.34375,1.549888,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-0.1200618,0,22.75642,0.007397089,0.0004694639,24.02449,0.09080219,1,4.871557
7.000,6.213712,2.115126,21.89094,2.861343,10.11229,-4.091888,48,49,0.3661396,5.23378,6.213712,0.007527819,568.8148,1.580041,-0.04781227,0.08280678,-0.02995438,-2.79859,-30.0435,-23.67061,24.70448,-44.9001,59.21569,0.91,1219.5,25,23,0,30.58824,30.58824,1.246541,14.05041,-0.06,6.376499,615.6117,335.8613,21.15124,5.612556,225,74,4295,0.97,1.565016,1.308594,1.457168,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.02510508,0,22.69273,0.01222819,0.0007394714,22.89138,0.1205714,1,6.657704
8.000,8.699197,3.161343,21.89521,1.938019,-8.817123,2.288818,48,49,0.5473199,7.790652,8.699197,0.0117906,607.2649,2.361586,-0.1571083,-0.06974005,0.6727492,0.09666964,-29.95658,-23.93469,25.79457,-44.6429,58.03922,0.9,1224.5,25,23,0,30.19608,29.80392,1.181346,13.95298,-0.07,9.530543,612.5438,335.8452,22.581,5.613377,225,74,4295,0.97,1.553792,1.289063,1.408368,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0.02444252,0,22.52998,0.01924858,0.001158212,22.7773,0.1495917,1,6.657704
9.000,8.699197,3.161343,21.89521,4.210861,1.065231,3.79744,48,49,0.5473199,7.790652,8.699197,0.0117906,607.2649,2.361586,0.04521109,-0.4710814,0.3312582,-0.2805556,-32.33301,-27.92802,27.11004,-41.06917,58.03922,0.9,1224.5,25,23,0,30.19608,29.80392,1.181346,13.95298,-0.07,9.530543,612.5438,335.924,22.581,5.613377,225,74,4295,0.97,1.553792,1.289063,1.408368,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0.02444252,0,22.52998,0.01924858,0.001158212,22.7773,0.1495917,1,6.657704
