Time (sec),Vehicle speed (MPH),Fuel rate (l/hr),Total CO2 (kg), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Engine coolant temperature (°C),Engine coolant temperature 1 (°C),Acceleration (m/s²),Engine Torque (kg•m),Max Speed (MPH),Total Trip CO2 (kg),Instant CO2 rate (g/km),CO2 flow (g/s), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Roll (deg), Pitch (deg),Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT),Calculated load value (%), Intake manifold absolute pressure (bar), Engine RPM (RPM), Intake air temperature (°C), Ambient air temperature (°C), Absolute throttle position B (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Intake manifold absolute pressure (bar), Mass air flow rate (g/s), Boost (bar),Engine Power (kW),Average Trip CO2 Rate (g/km),Altitude (m),Instant fuel economy (l/100 km),Total fuel economy (l/100 km), Time since engine start (sec), Number of warm-ups since DTCs cleared, Distance traveled since DTCs cleared (km), Barometric pressure (bar),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1),O2 sensor current wide range (Bank 1  Sensor 1) (mA),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 2),O2 sensor current wide range (Bank 1  Sensor 2) (mA),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 3),O2 sensor current wide range (Bank 1  Sensor 3) (mA),O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 4),O2 sensor current wide range (Bank 1  Sensor 4) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 1),O2 sensor current wide range (Bank 2  Sensor 1) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 2),O2 sensor current wide range (Bank 2  Sensor 2) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 3),O2 sensor current wide range (Bank 2  Sensor 3) (mA),O2 sensor lambda wide range (current probe)  (Bank 2  Sensor 4),O2 sensor current wide range (Bank 2  Sensor 4) (mA), Control module voltage (V), Absolute throttle position C (%), Mass air flow sensor B (g/s), Relative throttle B position (%), Commanded boost pressure A (bar), Boost pressure sensor A (bar), Commanded boost pressure B (bar), Boost pressure sensor B (bar), Boost pressure A control status, Boost pressure B control status,Charge air cooler temperature bank 1  sensor 1 (°C),Charge air cooler temperature bank 1  sensor 2 (°C), Manifold surface temperature (°C), Intake manifold absolute pressure A (bar), Intake manifold absolute pressure B (bar),Total run time with EI-AECD #11 Timer 1 active (sec),Total run time with EI-AECD #11 Timer 2 active (sec),Total run time with EI-AECD #12 Timer 1 active (sec),Total run time with EI-AECD #12 Timer 2 active (sec), Diesel aftertreatment status,O2 sensor concentration bank 1 sensor 1 (%),O2 sensor concentration bank 1 sensor 2 (%),O2 sensor concentration bank 2 sensor 1 (%),O2 sensor concentration bank 2 sensor 2 (%), Absolute throttle position G (%),Target SCR Catalyst NH3 Storage A (g/L),Actual/Modelled SCR Catalyst NH3 Storage A (g/L),Target SCR Catalyst NH3 Storage B (g/L),Actual/Modelled SCR Catalyst NH3 Storage B (g/L), Hydrocarbon Doser Flow Rate (g/min), Hydrocarbon Doser Injector Duty Cycle (%),O2 sensor concentration bank 1 sensor 3 (%),O2 sensor concentration bank 1 sensor 4 (%),O2 sensor concentration bank 2 sensor 3 (%),O2 sensor concentration bank 2 sensor 4 (%),O2 sensor lambda bank 1 sensor 3,O2 sensor lambda bank 1 sensor 4,O2 sensor lambda bank 2 sensor 3,O2 sensor lambda bank 2 sensor 4, Engine Fuel Rate (g/s), Vehicle Fuel Rate (g/s), Engine Exhaust Flow Rate (g/s),Fuel System A Use Percentage Bank 1 (%),Fuel System A Use Percentage Bank 2 (%), Cylinder Fuel Rate, Transmission Actual Gear Status, Transmission Actual Gear Ratio, Vehicle Odometer Reading (km), Motorcycle ABS Disable Switch State, Maximum Current Vehicle Speed Limit (MPH), Alternative Fuel Tank Pressure (bar), Alternative Fuel Tank Temperature (°C),Crankcase Pressure Sensor (inH2O),Fuel System Status Bank 1,Fuel System Status Bank 2,Short Term Fuel Trim Bank 1 (%),Long Term Fuel Trim Bank 1 (%),Short Term Fuel Trim Bank 2 (%),Long Term Fuel Trim Bank 2 (%),O2 Sensor Concentration Bank 1 Sensor 5 (%),O2 Sensor Concentration Bank 1 Sensor 6 (%),O2 Sensor Concentration Bank 2 Sensor 5 (%),O2 Sensor Concentration Bank 2 Sensor 6 (%),O2 Sensor Lambda Bank 1 Sensor 5,O2 Sensor Lambda Bank 1 Sensor 6,O2 Sensor Lambda Bank 2 Sensor 5,O2 Sensor Lambda Bank 2 Sensor 6, Input voltage read by the scan tool (V), Acceleration (Avg) (m/s²), A/F Commanded, A/F Actual,Trip Distance (km), Trip Fuel (gal),Trip Fuel Economy (l/100 km),Trip Duration (min), Idling Count, Seconds Idling (sec)
0.000,0,0,0,0.9935303,3.011124,1.734894,0,0,0,0,0,0,0,0,-0.1352387,0.2812847,-0.3777481,-0.0830377,-42.6002,-27.11864,-8.366608,-7.32486,0,0,0,0,0,0,0,0,0,0,0,0,0,344.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,0,0,0,-12.66422,32.00787,27.93726,0,0,0,0,0,0,0,0,0.5773289,0.7302548,-3.23236,1.427872,-35.94753,-20.30004,6.796852,-28.57603,0,0,0,0,0,0,0,0,0,0,0,0,0,344.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.002,0,0,0,0.673584,-21.93829,25.31819,0,0,0,0,0,0,0,0,0.1656248,-0.2417091,-1.34336,4.852981,-40.30281,-25.56407,19.175,-23.80904,0,0,0,0,0,0,0,0,0,0,0,0,0,344.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.002,0,0,0,4.521729,-11.82939,-15.85056,41,42,-0.4469027,2.101192,0,0,0,0,-0.9028583,0.1357892,-0.2669261,2.043902,-44.64708,-22.38043,18.86547,-34.29625,41.17647,0.96,785.5,21,20,0,14.90196,14.90196,0,9.710198,-0.04,0,0,344.3,0,5.371032,187,83,4619,0.97,1.6104,1.382813,1.88612,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.4782801,0,23.3508,0,0,0,0,1,5E-06
4.001,0,0,0,22.6095,-29.38172,30.23694,41,42,-0.4469027,2.101192,0,0,0,0,1.166438,-0.8488848,0.7893575,13.79915,-49.47893,-31.42284,31.41706,-39.85808,41.17647,0.96,785.5,21,20,0,14.90196,14.90196,0,9.710198,-0.04,0,0,344.3,0,5.371032,187,83,4619,0.97,1.6104,1.382813,1.88612,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.4782801,0,23.3508,0,0,0,0,1,5E-06
5.002,3.728227,0.8532816,30.13339,9.302704,23.37381,10.48993,41,42,0.2418786,2.7363,3.728227,0.002081297,382.451,0.6374183,-0.3763148,-0.1892985,0.9064538,15.8296,-48.83125,-34.66378,25.49061,-51.18491,41.96078,0.98,941,21,20,0,19.60784,19.60784,0.7023528,11.83443,0.01,2.5724,362.4658,344.3,14.22135,5.371255,187,83,4619,0.97,1.72264,1.527344,1.72752,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.3994942,0,24.97828,0.005742052,0.0002044496,13.47821,0.08862965,1,1.791988
6.001,3.728227,0.8532816,30.13339,17.10953,24.2603,13.09607,41,42,0.2418786,2.7363,3.728227,0.002081297,382.451,0.6374183,0.3675979,1.098725,-0.6762476,15.20659,-46.61128,-38.43759,37.88095,-58.98306,41.96078,0.98,941,21,20,0,19.60784,19.60784,0.7023528,11.83443,0.01,2.5724,362.4658,344.4,14.22135,5.371255,187,83,4619,0.97,1.72264,1.527344,1.72752,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.3994942,0,24.97828,0.005742052,0.0002044496,13.47821,0.08862965,1,1.791988
7.001,4.349598,1.128676,30.13491,16.84845,8.839401,-5.070129,41,42,0.3187897,3.027454,4.349598,0.003597858,433.6164,0.843143,-1.602067,0.7577295,-1.232084,6.090962,-41.99739,-25.18104,32.83438,-54.2623,58.03922,1,1125,21,20,0,28.62745,30.19608,0.7610167,14.43724,0.03,3.402633,388.8115,344.5,16.12392,5.371435,187,83,4619,0.97,1.236104,0.6875,1.287832,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.3212603,0,17.92351,0.009253478,0.0003534242,14.45786,0.1190861,1,3.619331
8.003,7.456454,2.089473,30.13777,2.89682,-15.66695,14.66092,41,42,0.4567036,5.416823,7.456454,0.006460059,468.2632,1.560877,-1.133625,-0.3279179,-0.6538413,-1.407673,-41.6362,-29.71821,34.36718,-47.82832,76.07843,1.04,1164,21,20,0,30.98039,30.98039,0.8519632,15.53524,0.07,6.299161,420.8947,344.5,17.41226,5.371789,187,83,4619,0.97,1.328336,0.9023438,1.396656,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.02711969,0,19.26087,0.0153484,0.0006345834,15.65087,0.1488393,1,5.40452
9.001,7.456454,2.089473,30.13777,12.19545,21.18077,-11.49432,41,42,0.4567036,5.416823,7.456454,0.006460059,468.2632,1.560877,-0.3449755,-0.2138315,-0.157144,3.249743,-39.85632,-32.11796,32.92155,-38.43353,76.07843,1.04,1164,21,20,0,30.98039,30.98039,0.8519632,15.53524,0.07,6.299161,420.8947,344.5,17.41226,5.371789,187,83,4619,0.97,1.328336,0.9023438,1.396656,-0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,-0.02711969,0,19.26087,0.0153484,0.0006345834,15.65087,0.1488393,1,5.40452
